"ensembl_gene_id","external_gene_name","description","gene_biotype","chromosome_name","start_position","end_position"
"FBgn0034541","CG13437","","protein_coding","2R",20661585,20662595
"FBgn0030120","CG17440","","protein_coding","X",9268438,9269925
"FBgn0004106","Cdk1","Cyclin-dependent kinase 1","protein_coding","2L",10384739,10386262
"FBgn0004169","up","upheld","protein_coding","X",13593474,13602578
"FBgn0004168","5-HT1A","5-hydroxytryptamine (serotonin) receptor 1A","protein_coding","2R",19067155,19121958
"FBgn0266773","lncRNA:CR45238","long non-coding RNA:CR45238","ncRNA","3L",6640891,6641514
"FBgn0036627","Gagr","Gag-related","protein_coding","3L",16394586,16396880
"FBgn0004167","kst","karst","protein_coding","3L",3336860,3368133
NA,NA,NA,NA,NA,NA,NA
"FBgn0016122","Acer","Angiotensin-converting enzyme-related","protein_coding","2L",8521933,8525740
"FBgn0050058","CG30058","","protein_coding","2R",13209809,13212237
"FBgn0266771","lncRNA:CR45236","long non-coding RNA:CR45236","ncRNA","3L",22121932,22122746
"FBgn0000152","Axs","Abnormal X segregation","protein_coding","X",16680089,16683895
"FBgn0050050","CG30050","","protein_coding","2R",12408954,12409735
"FBgn0050051","Tmem18","Transmembrane protein 18","protein_coding","2R",12436120,12436990
"FBgn0050052","Obp49a","Odorant-binding protein 49a","protein_coding","2R",12690059,12690955
"FBgn0050053","CG30053","","protein_coding","2R",12688733,12689876
"FBgn0050054","CG30054","","protein_coding","2R",12623726,12625352
"FBgn0050055","lncRNA:CR30055","long non-coding RNA:CR30055","ncRNA","2R",12589239,12591395
"FBgn0050056","CG30056","","protein_coding","2R",12562060,12562655
"FBgn0036199","Bmcp","Bmcp","protein_coding","3L",11720934,11728118
"FBgn0036198","crim","crimpled","protein_coding","3L",11710507,11711386
"FBgn0261596","RpS24","Ribosomal protein S24","protein_coding","2R",22640526,22641419
"FBgn0036195","Dnai2","dynein, axonemal, intermediate chain 2","protein_coding","3L",11697126,11699263
"FBgn0036194","Dph1","Diphthamide biosynthesis 1","protein_coding","3L",11693879,11696963
"FBgn0266183","lncRNA:CR44889","long non-coding RNA:CR44889","ncRNA","X",19712934,19713821
"FBgn0266182","lncRNA:CR44888","long non-coding RNA:CR44888","ncRNA","X",15497523,15497862
"FBgn0036191","Sugb","Sugar baby","protein_coding","3L",11683980,11690155
"FBgn0036193","CG14135","","protein_coding","3L",11691571,11692757
"FBgn0036192","Pldn","Pallidin","protein_coding","3L",11689631,11691399
"FBgn0010520","Bka","Bekka","protein_coding","2L",9895287,9896104
"FBgn0052109","CG32109","","protein_coding","3L",12745344,12746770
"FBgn0261592","RpS6","Ribosomal protein S6","protein_coding","X",7899624,7901331
"FBgn0053796","CG33796","","protein_coding","3L",16169455,16170106
"FBgn0038390","Rbf2","Retinoblastoma-family protein 2","protein_coding","3R",15965446,15968138
"FBgn0035315","CG8960","","protein_coding","3L",2197013,2198089
"FBgn0053795","CG33795","","protein_coding","3L",16170729,16171380
"FBgn0053792","CG33792","","protein_coding","2R",12632674,12633454
"FBgn0053977","Dpm3","Dolichyl-phosphate mannosyltransferase subunit 3","protein_coding","3R",13402559,13403051
"FBgn0025109","Bem46","Bem46","protein_coding","2L",2988116,2990075
"FBgn0053978","CG33978","","protein_coding","4",157575,175639
"FBgn0031002","CG14196","","protein_coding","X",19236059,19241840
"FBgn0053798","CG33798","","protein_coding","2R",12993897,12994622
"FBgn0263111","cac","cacophony","protein_coding","X",11931280,11985087
"FBgn0263110","CG43367","","protein_coding","3L",4193993,4224003
"FBgn0035567","CG7514","","protein_coding","3L",4687587,4688774
"FBgn0263112","Mitf","Mitf","protein_coding","4",1198852,1224467
"FBgn0004103","Pp1-87B","Protein phosphatase 1 at 87B","protein_coding","3R",12423621,12425917
"FBgn0038840","Grik","","protein_coding","3R",20901956,20908263
"FBgn0263117","CG34377","","protein_coding","3R",22308663,22324094
"FBgn0038842","hdly","hadley","protein_coding","3R",20914296,20929213
NA,NA,NA,NA,NA,NA,NA
"FBgn0035569","CG15876","","protein_coding","3L",4694205,4694845
"FBgn0035568","CG18418","","protein_coding","3L",4688929,4690070
"FBgn0266981","lncRNA:CR45432","long non-coding RNA:CR45432","ncRNA","3L",21301477,21302159
"FBgn0266980","lncRNA:CR45431","long non-coding RNA:CR45431","ncRNA","3L",22498310,22498839
"FBgn0266983","lncRNA:CR45434","long non-coding RNA:CR45434","ncRNA","3L",19454760,19455672
"FBgn0266982","lncRNA:CR45433","long non-coding RNA:CR45433","ncRNA","3L",19861458,19861869
"FBgn0266985","lncRNA:CR45436","long non-coding RNA:CR45436","ncRNA","3L",17275050,17275549
"FBgn0266984","lncRNA:CR45435","long non-coding RNA:CR45435","ncRNA","3L",18583437,18584235
"FBgn0033741","CG8545","","protein_coding","2R",12468651,12471722
"FBgn0266986","lncRNA:CR45437","long non-coding RNA:CR45437","ncRNA","3L",16196502,16197219
"FBgn0266989","lncRNA:CR45440","long non-coding RNA:CR45440","ncRNA","3L",5984120,5984340
"FBgn0022960","vimar","visceral mesodermal armadillo-repeats","protein_coding","2R",6975285,6985712
"FBgn0028577","hfp","half pint","protein_coding","3L",1496853,1502590
"FBgn0028570","robl22E","robl22E","protein_coding","2L",2290224,2290738
"FBgn0028572","qtc","quick-to-court","protein_coding","2L",5060815,5070750
"FBgn0033748","vis","vismay","protein_coding","2R",12507896,12510615
"FBgn0032298","CG6724","","protein_coding","2L",10768234,10769952
"FBgn0032299","CG17127","","protein_coding","2L",10770868,10771370
"FBgn0032292","EMC3","ER membrane protein complex subunit 3","protein_coding","2L",10731400,10732423
"FBgn0032293","Dpy-30L1","Dpy-30-like 1","protein_coding","2L",10732653,10733307
"FBgn0032290","CG6443","","protein_coding","2L",10728978,10730302
"FBgn0032291","CG17118","","protein_coding","2L",10730255,10731356
"FBgn0032296","CG6729","","protein_coding","2L",10740782,10743935
"FBgn0032297","CG17124","","protein_coding","2L",10744075,10756325
"FBgn0032294","Vha16-5","Vacuolar H[+] ATPase 16kD subunit 5","protein_coding","2L",10736319,10737043
"FBgn0032295","CG12299","","protein_coding","2L",10737345,10740762
"FBgn0024491","Bin1","Bicoid interacting protein 1","protein_coding","3R",16186156,16189564
"FBgn0038598","CG7131","","protein_coding","3R",18286620,18288777
"FBgn0038597","CG8064","","protein_coding","3R",18283660,18286624
"FBgn0038596","CG14312","","protein_coding","3R",18282978,18283528
"FBgn0038595","CG7142","","protein_coding","3R",18278181,18279522
"FBgn0035742","Acbp4","Acyl-CoA binding protein 4","protein_coding","3L",7127913,7128264
"FBgn0038593","Vps39","Vacuolar protein sorting 39","protein_coding","3R",18271189,18274446
"FBgn0038592","CG18599","","protein_coding","3R",18267789,18271172
"FBgn0051128","CG31128","","protein_coding","3R",24469397,24470310
"FBgn0038590","CG12320","","protein_coding","3R",18251069,18252734
"FBgn0052773","lncRNA:CR32773","long non-coding RNA:CR32773","ncRNA","X",4387676,4611385
"FBgn0002643","mam","mastermind","protein_coding","2R",13991203,14060356
"FBgn0039293","Alg9","ALG9, alpha-1,2-mannosyltransferase","protein_coding","3R",25221589,25224118
"FBgn0084049","CR41440","","pseudogene","2R",4731514,4732343
"FBgn0052638","CG32638","","protein_coding","X",13122876,13128794
"FBgn0002645","Map205","Microtubule-associated protein 205","protein_coding","3R",32055279,32068441
"FBgn0052639","CG32639","","protein_coding","X",13235925,13236566
"FBgn0037917","wkd","whacked","protein_coding","3R",11581576,11585305
"FBgn0083018","snoRNA:Psi18S-841b","snoRNA:Psi18S-841b","snoRNA","2R",21330276,21330413
"FBgn0261530","nbs","nbs","protein_coding","3L",9720414,9723194
"FBgn0037724","Fst","Frost","protein_coding","3R",9644978,9646154
"FBgn0264722","lncRNA:CR43990","long non-coding RNA:CR43990","ncRNA","3L",10411907,10412377
"FBgn0264721","lncRNA:CR43989","long non-coding RNA:CR43989","ncRNA","3L",11163849,11164801
"FBgn0264720","lncRNA:CR43988","long non-coding RNA:CR43988","ncRNA","3L",72196,73101
"FBgn0264727","lncRNA:CR43995","long non-coding RNA:CR43995","ncRNA","3L",22072369,22072620
"FBgn0264726","lncRNA:CR43994","long non-coding RNA:CR43994","ncRNA","3L",12027801,12028153
"FBgn0264725","CG43993","","protein_coding","3L",12032557,12032999
"FBgn0264724","lncRNA:CR43992","long non-coding RNA:CR43992","ncRNA","3L",15334782,15336171
"FBgn0038423","CG10317","","protein_coding","3R",16368855,16370533
"FBgn0024191","sip1","septin interacting protein 1","protein_coding","2L",5721051,5723944
"FBgn0035102","CG7049","","protein_coding","3L",175112,176228
"FBgn0035101","p130CAS","p130CAS","protein_coding","3L",152884,174517
"FBgn0052463","Tengl2","Testis EndoG-Like 2","protein_coding","2L",2238304,2239384
"FBgn0017430","Nelf-E","Negative elongation factor E","protein_coding","3L",8599442,8600879
"FBgn0029642","CG3592","","protein_coding","X",2935127,2935966
"FBgn0035107","mri","mrityu","protein_coding","3L",200174,202152
"FBgn0038426","mRpS33","mitochondrial ribosomal protein S33","protein_coding","3R",16436045,16436597
"FBgn0260770","CG42568","","protein_coding","2R",24157668,24159312
"FBgn0028399","Serinc","Serine incorporator","protein_coding","3L",16412722,16415386
"FBgn0052512","CG32512","","protein_coding","X",21062277,21067540
"FBgn0260776","CG42570","","protein_coding","3L",15717819,15720073
"FBgn0260777","CG42571","","protein_coding","3L",15716453,15717749
"FBgn0260779","GatA","Glutamyl-tRNA amidotransferase, subunit A","protein_coding","3R",19026174,19028857
"FBgn0038424","Fntb","Farnesyl transferase beta subunit","protein_coding","3R",16432998,16434740
"FBgn0028394","CG17834","","protein_coding","2L",8529141,8541439
"FBgn0028396","TotA","Turandot A","protein_coding","3R",20871036,20871700
"FBgn0052518","tRNA:Ile-AAT-2-1Psi","transfer RNA:Isoleucine-AAT 2-1 pseudogene","pseudogene","X",21231325,21231399
"FBgn0264460","asRNA:CR43868","antisense RNA:CR43868","ncRNA","3L",12498487,12500307
"FBgn0267883","CR46171","","pseudogene","Y",3137617,3138026
"FBgn0264462","lncRNA:CR43870","long non-coding RNA:CR43870","ncRNA","3L",17245882,17264290
"FBgn0029645","CG14422","","protein_coding","X",2943386,2944569
"FBgn0264464","asRNA:CR43872","antisense RNA:CR43872","ncRNA","3L",20299410,20302295
"FBgn0264466","lncRNA:CR43874","long non-coding RNA:CR43874","ncRNA","3L",17259661,17260449
"FBgn0264467","asRNA:CR43875","antisense RNA:CR43875","ncRNA","3L",20315134,20317283
"FBgn0264468","asRNA:CR43876","antisense RNA:CR43876","ncRNA","3L",20265598,20266200
"FBgn0264469","asRNA:CR43877","antisense RNA:CR43877","ncRNA","3L",21528546,21529115
"FBgn0025743","mbt","mushroom bodies tiny","protein_coding","X",16610685,16614856
"FBgn0010407","Ror","Ror","protein_coding","2L",10251843,10254686
"FBgn0050454","tRNA:Glu-CTC-2-1","transfer RNA:Glutamic acid-CTC 2-1","tRNA","2R",19728188,19728259
"FBgn0029153","Menl-2","Malic enzyme like-2","protein_coding","2R",16414815,16419398
"FBgn0262601","SmB","Small ribonucleoprotein particle protein SmB","protein_coding","2L",10425483,10426627
"FBgn0262606","lncRNA:CR43132","long non-coding RNA:CR43132","ncRNA","X",15689490,15691146
"FBgn0263144","bin3","bicoid-interacting protein 3","protein_coding","2R",6214568,6240602
"FBgn0029157","ssh","slingshot","protein_coding","3R",24938710,24944956
"FBgn0262605","CG43131","","protein_coding","3R",5108678,5109178
"FBgn0029158","Las","Lipoic acid synthase","protein_coding","3L",20430605,20432361
"FBgn0262608","CG43134","","protein_coding","X",4247313,4247785
"FBgn0083017","snoRNA:Psi18S-841c","snoRNA:Psi18S-841c","snoRNA","2R",21330583,21330715
"FBgn0050104","NT5E-2","Ecto-5'-nucleotidase 2","protein_coding","2R",17485002,17493169
"FBgn0267882","CR46170","","pseudogene","Y",3136899,3137576
"FBgn0026136","CkIIbeta2","Casein kinase II beta2 subunit","protein_coding","2R",20289545,20290550
"FBgn0262413","mir-9b","mir-9b stem loop","ncRNA","2L",16698744,16698834
"FBgn0050105","CG30105","","protein_coding","2R",17591804,17592509
"FBgn0267132","lncRNA:CR45572","long non-coding RNA:CR45572","ncRNA","3R",31491078,31492678
"FBgn0267879","CR46167","","pseudogene","Y",3113044,3113644
"FBgn0032625","CG15136","","protein_coding","2L",17047161,17048281
"FBgn0033296","Mal-A7","Maltase A7","protein_coding","2R",8468646,8471663
"FBgn0259733","tal-AA","tarsal-less AA","protein_coding","3R",13813109,13814648
"FBgn0025720","Ate1","Arginyltransferase 1","protein_coding","2R",20254966,20257390
"FBgn0262410","mir-6-2","mir-6-2 stem loop","ncRNA","2R",19660869,19660942
"FBgn0025726","unc-13","unc-13","protein_coding","4",867824,912331
"FBgn0050452","tRNA:iMet-CAT-1-1","transfer RNA:initiator Methionine-CAT 1-1","tRNA","2R",19725620,19725691
"FBgn0025724","beta'COP","Coat Protein (coatomer) beta'","protein_coding","2L",13378902,13382382
"FBgn0025725","alphaCOP","Coat Protein (coatomer) alpha","protein_coding","3L",1641066,1645199
"FBgn0260940","lsn","larsen","protein_coding","3R",21865168,21866238
"FBgn0085356","CG34327","","protein_coding","X",17222968,17223815
"FBgn0259986","nab","nab","protein_coding","3L",4153618,4160932
"FBgn0259985","Mppe","Metallophosphoesterase","protein_coding","2R",12025614,12027707
"FBgn0259984","kuz","kuzbanian","protein_coding","2L",13550139,13639411
"FBgn0039073","CG4408","","protein_coding","3R",23361889,23363574
"FBgn0278600","CG46270","","protein_coding","3R",10428137,10428424
"FBgn0039071","bb8","big bubble 8","protein_coding","3R",23288217,23290189
"FBgn0039070","wam","wampa","protein_coding","3R",23286093,23288051
"FBgn0039077","CG17380","","protein_coding","3R",23402608,23403728
"FBgn0278604","dmt","dalmatian","protein_coding","3R",9711142,9714675
"FBgn0039075","CG4393","","protein_coding","3R",23375928,23384777
"FBgn0036262","Miox","Myo-inositol oxygenase","protein_coding","3L",12184984,12187860
"FBgn0278608","Dsp1","Dorsal switch protein 1","protein_coding","X",16333612,16340624
"FBgn0039079","Ir94g","Ionotropic receptor 94g","protein_coding","3R",23483863,23485500
"FBgn0262414","mir-4","mir-4 stem loop","ncRNA","2R",19661289,19661369
"FBgn0036246","CG17154","","protein_coding","3L",12088626,12089225
"FBgn0031716","CG14015","","protein_coding","2L",5536850,5539196
"FBgn0031717","Oscillin","Oscillin","protein_coding","2L",5547086,5549614
"FBgn0064115","GatC","Glutamyl-tRNA amidotransferase, subunit C","protein_coding","2L",13831482,13833105
"FBgn0031244","CG11601","","protein_coding","2L",281670,283269
"FBgn0031245","CG3625","","protein_coding","2L",283385,291795
"FBgn0031710","Vps52","Vacuolar protein sorting 52","protein_coding","2L",5521281,5523898
"FBgn0031247","CG11562","","protein_coding","2L",292419,293222
"FBgn0031248","CG11912","","protein_coding","2L",318362,319259
"FBgn0031249","CG11911","","protein_coding","2L",320279,321248
"FBgn0267116","lncRNA:CR45556","long non-coding RNA:CR45556","ncRNA","3R",32012648,32013408
"FBgn0029646","CG14423","","protein_coding","X",2945403,2946589
"FBgn0031718","CG14014","","protein_coding","2L",5549709,5550835
"FBgn0031719","CG18269","","protein_coding","2L",5551838,5552756
"FBgn0030597","Eo","Ecdysone oxidase","protein_coding","X",14916756,14918800
"FBgn0030596","CG12398","","protein_coding","X",14911781,14913812
"FBgn0030595","CG14406","","protein_coding","X",14909873,14910845
"FBgn0267138","lncRNA:CR45578","long non-coding RNA:CR45578","ncRNA","3R",10897985,10898581
"FBgn0030593","CG9512","","protein_coding","X",14901844,14905549
"FBgn0030592","CG9514","","protein_coding","X",14885952,14896891
"FBgn0000259","CkIIbeta","Casein kinase II beta subunit","protein_coding","X",11792533,11801587
"FBgn0030590","CG9518","","protein_coding","X",14862989,14871181
"FBgn0000257","car","carnation","protein_coding","X",19566019,19569401
"FBgn0000256","capu","cappuccino","protein_coding","2L",3872646,3902860
"FBgn0051450","mRpS18A","mitochondrial ribosomal protein S18A","protein_coding","3R",8561917,8562593
"FBgn0030049","Trf4-1","Topoisomerase related function 4-1","protein_coding","X",8560322,8570159
"FBgn0030048","CG12112","","protein_coding","X",8558879,8560192
"FBgn0000251","cad","caudal","protein_coding","2L",20770731,20783135
"FBgn0000250","cact","cactus","protein_coding","2L",16313036,16326207
"FBgn0259183","CG42287","","protein_coding","2R",14090325,14090972
"FBgn0067864","Patj","Patj","protein_coding","3L",1798803,1802184
"FBgn0259187","Ir60d","Ionotropic receptor 60d","protein_coding","2R",24519423,24521147
"FBgn0259186","Ir60c","Ionotropic receptor 60c","pseudogene","2R",24517824,24519152
"FBgn0067861","Sdic1","Sperm-specific dynein intermediate chain 1","protein_coding","X",20174217,20178638
"FBgn0259184","CG42288","","protein_coding","2R",14091031,14091814
"FBgn0259189","Ir7e","Ionotropic receptor 7e","protein_coding","X",7879800,7881679
"FBgn0259188","Ir7f","Ionotropic receptor 7f","protein_coding","X",7881939,7884026
"FBgn0036352","CG14110","","protein_coding","3L",13384789,13385925
"FBgn0038487","TwdlW","TweedleW","protein_coding","3R",17141208,17142404
"FBgn0010403","Obp83b","Odorant-binding protein 83b","protein_coding","3R",5976177,5976817
"FBgn0022097","Vha36-1","Vacuolar H[+] ATPase 36kD subunit 1","protein_coding","2R",15541435,15542498
"FBgn0262937","Rabex-5","Rabaptin-5-associated exchange factor for Rab5","protein_coding","3L",1295913,1298497
"FBgn0015872","Drip","Drip","protein_coding","2R",11411203,11429645
"FBgn0033628","CG13203","","protein_coding","2R",11373607,11377109
"FBgn0267639","lncRNA:CR45977","long non-coding RNA:CR45977","ncRNA","3L",15629293,15629693
"FBgn0030834","CG8675","","protein_coding","X",17248372,17249502
"FBgn0038123","CG8508","","protein_coding","3R",13185526,13186496
"FBgn0265721","lncRNA:CR44528","long non-coding RNA:CR44528","ncRNA","3L",4801909,4802894
"FBgn0265722","lncRNA:CR44529","long non-coding RNA:CR44529","ncRNA","3L",4168239,4168846
"FBgn0266619","asRNA:CR45126","antisense RNA:CR45126","ncRNA","4",459768,461413
"FBgn0011715","Snr1","Snf5-related 1","protein_coding","3R",5470926,5472754
"FBgn0261649","tinc","tincar","protein_coding","3R",17811541,17872507
"FBgn0261648","salm","spalt major","protein_coding","2L",11434311,11445614
"FBgn0011710","Septin1","Septin 1","protein_coding","X",21358286,21361688
"FBgn0044511","mRpS21","mitochondrial ribosomal protein S21","protein_coding","3R",13381276,13381809
"FBgn0020887","Su(z)12","Su(z)12","protein_coding","3L",19918242,19923462
"FBgn0265724","lncRNA:CR44531","long non-coding RNA:CR44531","ncRNA","3L",2882814,2883400
"FBgn0261641","CG42724","","protein_coding","3R",6361672,6368288
"FBgn0261640","CR42723","","pseudogene","3L",24549636,24550445
